rank,gene,UniProtID,pDesc,t12,mneuron,cneuron,subLoc
472,TUFT1,Q9NNX1,Tuftelin,0.8880770682575265,0.850645546,0.925508590515053,Secreted
473,ZNF189,O75820,Zinc finger protein 189,0.8902106065153998,0.908531506,0.8718897070307996,Nucleus
474,NKX6-1,P78426,Homeobox protein Nkx-6.1,0.891411298,0.891411298,,Nucleus
475,ZMIZ1,Q9ULJ6,Zinc finger MIZ domain-containing protein 1,0.8920791308625335,0.738079935,1.046078326725067,"Nucleus, nucleoplasm; Cytoplasm; Nucleus"
476,ZBTB26,Q9HCK0,Zinc finger and BTB domain-containing protein 26,0.892351915,0.892351915,,Nucleus
477,MCF2L2,Q86YR7,Probable guanine nucleotide exchange factor MCF2L2,0.8925739152157565,,0.8925739152157565,cytoplasm
478,GABARAP,O95166,Gamma-aminobutyric acid receptor-associated protein,0.8949818506371277,0.703614074,1.0863496272742554,"Cytoplasmic vesicle, autophagosome membrane; Endomembrane system; Cytoplasm, cytoskeleton; Golgi apparatus membrane; Cytoplasmic vesicle"
479,PLEKHM3,Q6ZWE6,Pleckstrin homology domain-containing family M member 3,0.896295066,0.896295066,,Cytoplasm; Golgi apparatus; Cell membrane
480,FAM200A,Q8TCP9,Protein FAM200A,0.896521559,0.747559398,1.04548372,Membrane
481,CPNE9,Q8IYJ1,Copine-9 (Copine IX),0.8974359836711868,,0.8974359836711868,extracellular exosome; extracellular space; plasma membrane
482,UBE2J1,Q9Y385,Ubiquitin-conjugating enzyme E2 J1,0.8978879409525746,0.813111834,0.9826640479051493,Endoplasmic reticulum membrane
483,CALCOCO1,Q9P1Z2,Calcium-binding and coiled-coil domain-containing protein 1,0.8982608080721386,0.616576114,1.1799455021442773,Cytoplasm; Nucleus
484,EIF1AD,Q8N9N8,Probable RNA-binding protein EIF1AD,0.8991452371457669,1.039006733,0.759283741291534,Nucleus
485,SPAG7,O75391,Sperm-associated antigen 7,0.8996544170749281,0.760051752,1.0392570821498563,Nucleus
486,UTS2B,Q765I0,Urotensin-2B (Urotensin II-related peptide) (Urotensin IIB) (U-IIB) (UIIB) (Urotensin-2 domain-containing protein),0.8998333183456215,,0.8998333183456215,Secreted
487,POLR2K,P53803,"DNA-directed RNA polymerases I, II, and III subunit RPABC4",0.9002696082100141,0.82596647491382,0.9745727415062081,Nucleus
488,PATZ1,Q9HBE1,"POZ-, AT hook-, and zinc finger-containing protein 1",0.9015462208749472,1.096280093,0.7068123487498943,Nucleus
489,KCNQ2,O43526,Potassium voltage-gated channel subfamily KQT member 2,0.9025029072841042,0.740594402,1.0644114125682083,Cell membrane
490,NOP53,Q9NZM5,Ribosome biogenesis protein NOP53,0.9025101861258136,0.93732253,0.867697842251627,"Nucleus, nucleolus; Nucleus, nucleoplasm"
491,CCNDBP1,O95273,Cyclin-D1-binding protein 1,0.9043896525462037,0.9936230211727055,0.815156283919702,Cytoplasm; Nucleus
492,TRPM5,Q9NZQ8,Transient receptor potential cation channel subfamily M member 5,0.905160455,0.905160455,,Cell membrane
493,RBM23,Q86U06,Probable RNA-binding protein 23,0.905868357550808,1.096472417,0.715264298101616,Nucleus
494,DENND5B,Q6ZUT9,DENN domain-containing protein 5B,0.9063005178101879,0.568002859,1.244598176620376,Membrane
495,RTN4RL1,Q86UN2,Reticulon-4 receptor-like 1 (Nogo receptor-like 2) (Nogo-66 receptor homolog 2) (Nogo-66 receptor-related protein 3) (NgR3),0.9063514939815583,,0.9063514939815583,Cell membrane; Membrane raft; Perikaryon; Cell projection
496,NKIRAS1,Q9NYS0,NF-kappa-B inhibitor-interacting Ras-like protein 1,0.906608301929281,0.929618172,0.883598431858562,Cytoplasm
497,ZNHIT1,O43257,Zinc finger HIT domain-containing protein 1,0.907273834,0.907273834,,Nucleus
498,SOX11,P35716,Transcription factor SOX-11,0.9074160866537451,0.381041806,1.43379036730749,Nucleus
499,TMOD1,P28289,Tropomodulin-1,0.9088355000873779,0.904844327817801,0.9128266723569548,"Cytoplasm, cytoskeleton"
500,ST3GAL5,Q9UNP4,"Lactosylceramide alpha-2,3-sialyltransferase",0.9096452778554529,1.069353708,0.749936847710906,Golgi apparatus membrane
501,NRSN1,Q8IZ57,Neurensin-1 (Neuro-p24) (Vesicular membrane protein of 24 kDa) (Vesicular membrane protein p24),0.909647621035622,,0.909647621035622,"Membrane; Cell projection, neuron projection"
502,GJA8,P48165,Gap junction alpha-8 protein,0.910854708533706,,0.910854708533706,"Cell membrane; Cell junction, gap junction"
503,ADAMTSL3,P82987,ADAMTS-like protein 3,0.9114913541792855,0.9114913541792855,,"Secreted, extracellular space, extracellular matrix"
504,TNKS,O95271,Poly [ADP-ribose] polymerase tankyrase-1,0.9126755459821905,0.557396268,1.267954823964381,"Cytoplasm; Golgi apparatus membrane; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Nucleus, nuclear pore complex; Chromosome, telomere; Cytoplasm, cytoskeleton, spindle pole"
505,MMP2,P08253,72 kDa type IV collagenase,0.9130698203922916,0.850881111,0.9752585297845833,"[Isoform 1]: Secreted, extracellular space, extracellular matrix"
506,DTX1,Q86Y01,E3 ubiquitin-protein ligase DTX1,0.913613556,0.913613556,,Cytoplasm; Nucleus
507,ONECUT1,Q9UBC0,Hepatocyte nuclear factor 6,0.914037132051421,0.886767105,0.941307159102842,Nucleus
508,LARGE1,O95461,Xylosyl- and glucuronyltransferase LARGE1,0.9146459796213275,1.130579206,0.6987127532426551,Golgi apparatus membrane
509,ARHGEF4,Q9NR80,Rho guanine nucleotide exchange factor 4,0.914752841,0.914752841,,"[Isoform 3]: Cytoplasm; Cell projection, ruffle membrane"
510,DNAJC28,Q9NX36,DnaJ homolog subfamily C member 28,0.914790574325766,,0.914790574325766,Centrosome;Cytosol;Nucleoplasm
511,KLHL9,Q9P2J3,Kelch-like protein 9,0.9151418721923832,0.591336923,1.2389468213847665,Cul3-RING ubiquitin ligase complex; cytosol; midbody
512,DNER,Q8NFT8,Delta and Notch-like epidermal growth factor-related receptor,0.9166902400502208,0.446691659,1.3866888211004416,Cell membrane; Single-pass type I membrane protein
513,RIMKLB,Q9ULI2,Beta-citrylglutamate synthase B,0.9168127783741424,1.292880512,0.540745044748285,Cytoplasm
514,ZHX1,Q9UKY1,Zinc fingers and homeoboxes protein 1,0.9182170588731463,0.88788231,0.9485518077462927,Nucleus
515,LPCAT2,Q7L5N7,Lysophosphatidylcholine acyltransferase 2,0.918626644,0.918626644,,Endoplasmic reticulum membrane; Golgi apparatus membrane; Cell membrane; Lipid droplet
516,FOXJ3,Q9UPW0,Forkhead box protein J3,0.91992554122732,0.988981521,0.85086956145464,Nucleus
517,KIF5A,Q12840,Kinesin heavy chain isoform 5A,0.9201089594244503,0.499452471,1.3407654478489006,"Cytoplasm, perinuclear region; Cytoplasm, cytoskeleton; Perikaryon"
518,STMN3,Q9NZ72,Stathmin-3,0.9203052524892811,0.459342054,1.3812684509785622,"Golgi apparatus; Cell projection, growth cone; Cell projection, axon; Cytoplasm, cytosol"
519,MRNIP,Q6NTE8,MRN complex-interacting protein,0.922848674478319,1.121066687,0.7246306619566381,"Nucleus; Nucleus, nucleoplasm"
520,SMIM10L1,P0DMW3,Small integral membrane protein 10-like protein 1,0.923269787421808,,0.923269787421808,
521,MMADHC,Q9H3L0,Cobalamin trafficking protein CblD,0.925407103,0.925407103,,Cytoplasm; Mitochondrion
522,ZKSCAN1,P17029,Zinc finger protein with KRAB and SCAN domains 1,0.9264514277925195,1.105067744,0.7478351115850389,Nucleus
523,RARB,P10826,Retinoic acid receptor beta,0.927603271,0.927603271,,Nucleus; Cytoplasm.;[Isoform Beta-1]: Nucleus.;[Isoform Beta-2]: Nucleus.;[Isoform Beta-4]: Cytoplasm
524,MMP24,Q9Y5R2,Matrix metalloproteinase-24,0.927714985949923,,0.927714985949923,"[Matrix metalloproteinase-24]: Cell membrane; Golgi apparatus, trans-Golgi network membrane.;[Processed matrix metalloproteinase-24]: Secreted, extracellular space, extracellular matrix"
525,KIF1B,O60333,Kinesin-like protein KIF1B,0.9283254152579137,0.506348975,1.3503018555158275,"Cytoplasm, cytoskeleton; Mitochondrion; Cell projection, axon.;[Isoform 1]: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle"
526,EDF1,O60869,Endothelial differentiation-related factor 1,0.9295335878270885,0.941874347,0.917192828654177,Cytoplasm; Nucleus
527,FAR2,Q96K12,Fatty acyl-CoA reductase 2,0.929590260677692,1.056294364,0.8028861573553839,Peroxisome membrane
528,FAM168A,Q92567,Protein FAM168A,0.9301624320675166,1.029463163,0.8308617011350332,Nucleoplasm
529,SOGA1,O94964,Protein SOGA1,0.930222161759314,0.814453255,1.0459910685186282,[C-terminal 80 kDa form]: Secreted
530,SCD,O00767,Stearoyl-CoA desaturase,0.9306169073827739,0.947402543,0.9138312717655477,Endoplasmic reticulum membrane
531,CDK20,Q8IZL9,Cyclin-dependent kinase 20,0.931866674,0.931866674,,"Nucleus; Cytoplasm; Cell projection, cilium"
532,HSBP1,O75506,Heat shock factor-binding protein 1,0.9327038515849866,0.695963184,1.1694445191699732,Nucleus
533,LACC1,Q8IV20,Purine nucleoside phosphorylase LACC1,0.932837549772755,1.28230170606472,0.58337339348079,Cytoplasm; Nucleus; Endoplasmic reticulum; Peroxisome
534,COL8A1,P27658,Collagen alpha-1(VIII) chain,0.935339335,0.935339335,,"Secreted, extracellular space, extracellular matrix, basement membrane"
535,BMERB1,Q96MC5,bMERB domain-containing protein 1,0.9364235611187526,0.518808689,1.354038433237505,microtubule cytoskeleton
536,TRUB2,O95900,"Pseudouridylate synthase TRUB2, mitochondrial",0.9366171658445721,1.230241791,0.642992540689144,Mitochondrion matrix
537,FBXO11,Q86XK2,F-box only protein 11,0.9366820448986233,0.917759088,0.9556050017972466,Nucleus; Chromosome
538,NDST3,O95803,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3,0.938437027,0.938437027,,Golgi apparatus membrane
539,CTNNBIP1,Q9NSA3,Beta-catenin-interacting protein 1,0.9384959510572846,0.681029491,1.1959624111145692,Cytoplasm; Nucleus
540,GRIN1,Q05586,"Glutamate receptor ionotropic, NMDA 1",0.9389680454512075,0.659225235,1.218710855902415,Cell membrane; Postsynaptic cell membrane; Postsynaptic density
541,ZNF460,Q14592,Zinc finger protein 460,0.9390686413636133,1.050803726,0.8273335567272267,Nucleus
542,PCDHB9,Q9Y5E1,Protocadherin beta-9,0.939429163,0.939429163,,Cell membrane
543,BIRC3,Q13489,Baculoviral IAP repeat-containing protein 3 (EC 2.3.2.27) (Apoptosis inhibitor 2) (API2) (Cellular inhibitor of apoptosis 2) (C-IAP2) (IAP homolog C) (Inhibitor of apoptosis protein 1) (hIAP-1) (hIAP1) (RING finger protein 49) (RING-type E3 ubiquitin transferase BIRC3) (TNFR2-TRAF-signaling complex protein 1),0.9394356204535572,,0.9394356204535572,Cytoplasm; Nucleus
544,MAFF,Q9ULX9,Transcription factor MafF,0.940260079,0.940260079,,Nucleus
545,ZSCAN21,Q9Y5A6,Zinc finger and SCAN domain-containing protein 21,0.940756594,0.940756594,,Nucleus
546,PLEKHD1,A6NEE1,Pleckstrin homology domain-containing family D member 1,0.941296214,0.941296214,,
547,KLF13,Q9Y2Y9,Krueppel-like factor 13,0.94161367,0.94161367,,Nucleus
548,CDH18,Q13634,Cadherin-18 (Cadherin-14),0.9416892042422034,,0.9416892042422034,Cell membrane; Single-pass type I membrane protein
549,RUNX1T1,Q06455,Protein CBFA2T1,0.9427899805779434,0.584616374,1.3009635871558867,Nucleus
550,AMOTL2,Q9Y2J4,Angiomotin-like protein 2,0.9429531143241218,0.587202588,1.2987036406482435,Recycling endosome
551,SLC6A17,Q9H1V8,Sodium-dependent neutral amino acid transporter SLC6A17,0.9436962088972525,,0.9436962088972525,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Postsynapse; Presynapse"
552,GABARAPL1,Q9H0R8,Gamma-aminobutyric acid receptor-associated protein-like 1,0.9441965586698822,0.847447451,1.0409456663397645,"Cytoplasmic vesicle, autophagosome; Cytoplasmic vesicle membrane; Cytoplasm, cytoskeleton; Endoplasmic reticulum; Golgi apparatus"
553,PBX3,P40426,Pre-B-cell leukemia transcription factor 3,0.944622969,0.944622969,,Nucleus
554,UBXN8,O00124,UBX domain-containing protein 8 (Reproduction 8 protein) (Rep-8 protein) (UBX domain-containing protein 6),0.944764916060142,,0.944764916060142,Endoplasmic reticulum membrane
555,RAI1,Q7Z5J4,Retinoic acid-induced protein 1,0.944847194082394,1.257158388,0.6325360001647882,Cytoplasm; Nucleus
556,PCDHB3,Q9Y5E6,Protocadherin beta-3 (PCDH-beta-3),0.9449795637025695,,0.9449795637025695,Cell membrane
557,MLF1,P58340,Myeloid leukemia factor 1,0.945050548,0.945050548,,"Cytoplasm; Nucleus; Cell projection, cilium; Cytoplasm, cytoskeleton, cilium basal body"
558,ZNF627,Q7L945,Zinc finger protein 627,0.9450783787863268,1.005176891,0.8849798665726535,Nucleus
559,CIZ1,Q9ULV3,Cip1-interacting zinc finger protein,0.9464382816557031,1.077566844,0.8153097193114064,Nucleus
560,ONECUT3,O60422,One cut domain family member 3,0.9470890965410239,0.742415696,1.151762497082048,Nucleus
561,CRY2,Q49AN0,Cryptochrome-2,0.947270276652587,1.56622724710095,0.328313306204224,Cytoplasm; Nucleus
562,PRKAR1A,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,0.9472885266306781,0.914660533,0.979916520261356,Cell membrane
563,MLLT3,P42568,Protein AF-9,0.9474132723137823,1.026025904,0.8688006406275646,Nucleus; Chromosome
564,KIF1A,Q12756,Kinesin-like protein KIF1A,0.9475722729553596,0.517716007,1.3774285389107193,"Cytoplasm, cytoskeleton; Cell projection, neuron projection; Cell projection, axon; Cytoplasm, perinuclear region; Synapse; Cytoplasmic vesicle, secretory vesicle, neuronal dense core vesicle membrane"
565,CALY,Q9NYX4,Neuron-specific vesicular protein calcyon,0.9479650601035182,1.221229067,0.6747010532070365,Cytoplasmic vesicle membrane; Single-pass membrane protein; Cell membrane; Single-pass membrane protein
566,SETD2,Q9BYW2,Histone-lysine N-methyltransferase SETD2,0.9490321943645661,1.187730688,0.710333700729132,Nucleus; Chromosome
567,SLBP,Q14493,Histone RNA hairpin-binding protein,0.9501037642204091,1.137580035,0.762627493440818,Cytoplasm; Nucleus
568,KLHL20,Q9Y2M5,Kelch-like protein 20,0.9507621059612383,1.005745563,0.8957786489224766,"Cytoplasm, perinuclear region; Nucleus; Golgi apparatus, trans-Golgi network; Cell projection, axon; Cell projection, dendrite"
569,UNCX,A6NJT0,Homeobox protein unc-4 homolog (Homeobox protein Uncx4.1),0.9511526602556257,,0.9511526602556257,Nucleus
570,NRSN2,Q9GZP1,Neurensin-2,0.9518203409906982,0.839027992,1.0646126899813964,Membrane
571,ISLR2,Q6UXK2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,0.9519060939390085,0.751378642,1.152433545878017,Cell membrane
572,PCDHA4,Q9UN74,Protocadherin alpha-4,0.9536886225692095,0.712660472,1.194716773138419,Cell membrane
573,NCOA2,Q15596,Nuclear receptor coactivator 2,0.9572097060257687,0.769097801,1.1453216110515374,Nucleus
574,MORF4L1,Q9UBU8,Mortality factor 4-like protein 1,0.9577047025682579,0.910640411,1.0047689941365159,Nucleus
575,ZNF92,Q03936,Zinc finger protein 92,0.9580556911291325,,0.9580556911291325,
576,SGSM3,Q96HU1,Small G protein signaling modulator 3,0.9581986900421107,0.749626161,1.1667712190842214,Cytoplasm
577,PLPPR4,Q7Z2D5,Phospholipid phosphatase-related protein type 4 (Brain-specific phosphatidic acid phosphatase-like protein 1) (Inactive 2-lysophosphatidate phosphatase PLPPR4) (Lipid phosphate phosphatase-related protein type 4) (Plasticity-related gene 1 protein) (PRG-1),0.9584718598799078,,0.9584718598799078,Postsynaptic density membrane
578,LHX1,P48742,LIM/homeobox protein Lhx1,0.95895573857454,1.035462648,0.8824488291490801,Nucleus
579,FAM110A,Q9BQ89,Protein FAM110A,0.9589914536913089,0.778610081,1.1393728263826177,"Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle pole"
580,KLHL7,Q8IXQ5,Kelch-like protein 7,0.9593102357987802,0.9652014,0.9534190715975603,Nucleus; Cytoplasm
581,DACH2,Q96NX9,Dachshund homolog 2,0.9593247061095039,1.13043612,0.7882132922190079,Nucleus
582,C9orf78,Q9NZ63,Telomere length and silencing protein 1 homolog,0.9597291322476422,1.142751327,0.7767069374952844,"Nucleus; Chromosome, centromere"
583,ZSWIM1,Q9BR11,Zinc finger SWIM domain-containing protein 1,0.960159529,0.960159529,,nucleus
584,FAM53B,Q14153,Protein FAM53B,0.960662202,0.960662202,,Nucleus
585,HMCES,Q96FZ2,Abasic site processing protein HMCES,0.9611082121295182,1.2589508,0.6632656242590366,Chromosome
586,NCOR1,O75376,Nuclear receptor corepressor 1,0.9613748495363069,1.076601333,0.8461483660726139,Nucleus
587,STAT3,P40763,Signal transducer and activator of transcription 3,0.9614065034791055,0.977099611,0.9457133959582109,Cytoplasm; Nucleus
588,CD320,Q9NPF0,CD320 antigen,0.96179625515999,1.215661509,0.70793100131998,Cell membrane
589,TTC3,P53804,E3 ubiquitin-protein ligase TTC3,0.9621585791208381,1.040127317,0.8841898412416762,Nucleus; Cytoplasm; Golgi apparatus
590,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,0.962455099,0.962455099,,"Secreted, extracellular space, extracellular matrix, basement membrane; Nucleus; Chromosome; Endoplasmic reticulum"
591,MTMR4,Q9NYA4,Myotubularin-related protein 4,0.9642188316810455,1.329408045,0.5990296183620909,Cytoplasm; Membrane
592,LRRN2,O75325,Leucine-rich repeat neuronal protein 2 (Glioma amplified on chromosome 1 protein) (Leucine-rich repeat neuronal protein 5),0.964689841604785,,0.964689841604785,Membrane
593,GAL3ST3,Q96A11,Galactose-3-O-sulfotransferase 3,0.9650386629309975,1.100209962,0.8298673638619948,"Golgi apparatus, Golgi stack membrane"
594,TMEM151B,Q8IW70,Transmembrane protein 151B,0.9652123216172985,0.6808469,1.2495777432345971,Membrane
595,XPA,P23025,DNA repair protein complementing XP-A cells,0.9656726233477235,1.329963102,0.6013821446954472,Nucleus
596,CABYR,O75952,Calcium-binding tyrosine phosphorylation-regulated protein (Calcium-binding protein 86) (Cancer/testis antigen 88) (CT88) (Fibrousheathin II) (Fibrousheathin-2) (FSP-2) (Testis-specific calcium-binding protein CBP86),0.965725120491964,,0.965725120491964,"Cytoplasm, cytoskeleton; Cell projection, cilium, flagellum"
597,ELMOD1,Q8N336,ELMO domain-containing protein 1,0.96661464,0.96661464,,Cytosol;Nucleoplasm;Vesicles
598,LRRC24,Q50LG9,Leucine-rich repeat-containing protein 24,0.9668687054298121,1.104873073,0.8288643378596241,Membrane
599,CCDC136,Q96JN2,Coiled-coil domain-containing protein 136,0.9677201652166934,1.078417269,0.8570230614333866,"Cytoplasmic vesicle, secretory vesicle, acrosome membrane"
600,ADAM12,O43184,Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12) (EC 3.4.24.-) (Meltrin-alpha),0.9678662520069519,,0.9678662520069519,[Isoform 1]: Cell membrane; Single-pass type I membrane protein.;[Isoform 2]: Secreted.;[Isoform 3]: Secreted.;[Isoform 4]: Secreted
601,PKIA,P61925,cAMP-dependent protein kinase inhibitor alpha,0.9683086855241856,0.62137801,1.315239361048371,cytoplasm; nucleus
602,FAM168B,A1KXE4,Myelin-associated neurite-outgrowth inhibitor,0.9698918357655291,0.769301022,1.170482649531058,"Cytoplasm, perinuclear region; Cell membrane; Cell projection, axon"
603,MZT2B,Q6NZ67,Mitotic-spindle organizing protein 2B,0.9710293164226381,0.910235479,1.0318231538452762,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle"
604,COL6A3,P12111,Collagen alpha-3(VI) chain,0.971205363,0.971205363,,"Secreted, extracellular space, extracellular matrix"
605,GATAD2B,Q8WXI9,Transcriptional repressor p66-beta,0.9716106257380768,1.043121888,0.9000993634761535,Nucleus speckle; Nucleus; Chromosome
606,RND3,P61587,Rho-related GTP-binding protein RhoE,0.9718162243229905,0.951441703762695,0.9921907448832861,Golgi apparatus membrane; Peripheral membrane protein
607,PHAX,Q9H814,Phosphorylated adapter RNA export protein,0.9718574378554868,0.978724906,0.9649899697109737,"Nucleus, nucleoplasm; Nucleus, Cajal body; Cytoplasm"
608,DUSP10,Q9Y6W6,Dual specificity protein phosphatase 10 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 5) (MAP kinase phosphatase 5) (MKP-5),0.9725345898895875,,0.9725345898895875,Cytoplasm; Nucleus
609,TRIM13,O60858,E3 ubiquitin-protein ligase TRIM13,0.973945709580796,0.851608278,1.0962831411615919,Endoplasmic reticulum membrane
610,ENDOG,Q14249,"Endonuclease G, mitochondrial",0.9747936972616913,0.860659056,1.0889283385233826,Mitochondrion
611,KCNH7,Q9NS40,Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (hERG-3) (Voltage-gated potassium channel subunit Kv11.3),0.975341885975787,,0.975341885975787,Membrane; Multi-pass membrane protein
612,MAB21L1,Q13394,Putative nucleotidyltransferase MAB21L1,0.9754273239075986,,0.9754273239075986,Nucleus
613,JOSD1,Q15040,Josephin-1,0.9759407539720271,0.991410175,0.9604713329440542,Cell membrane; Cytoplasm
614,RNF146,Q9NTX7,E3 ubiquitin-protein ligase RNF146,0.9766713743715383,0.989474951,0.9638677977430766,"Cytoplasm, cytosol; Nucleus"
615,SOBP,A7XYQ1,Sine oculis-binding protein homolog,0.977610543270615,0.630884041,1.32433704554123,nucleus
616,DUSP28,Q4G0W2,Dual specificity phosphatase 28,0.9780000569798,0.706029047,1.2499710669596,Cytosol;Nuclear speckles
617,ARMCX5,Q6P1M9,Armadillo repeat-containing X-linked protein 5,0.97852957727427,1.134925752,0.8221334025485401,Cytosol;Nuclear speckles;Plasma membrane
618,ENTPD6,O75354,Ectonucleoside triphosphate diphosphohydrolase 6,0.9787095568726344,1.197791627,0.7596274867452688,Golgi apparatus membrane; Secreted; Cell membrane
619,PSME3IP1,Q9GZU8,PSME3-interacting protein,0.979522485997433,1.059251685,0.8997932869948659,Nucleus
620,CDYL2,Q8N8U2,Chromodomain Y-like protein 2 (CDY-like 2),0.9799819810433427,,0.9799819810433427,Nucleus
621,ZNF71,Q9NQZ8,Endothelial zinc finger protein induced by tumor necrosis factor alpha,0.980066704,0.980066704,,Nucleus
622,UBE2J2,Q8N2K1,Ubiquitin-conjugating enzyme E2 J2,0.980234334916569,1.325262768,0.635205901833138,Endoplasmic reticulum membrane
623,RUNDC1,Q96C34,RUN domain-containing protein 1,0.9805668879930933,0.690872344,1.2702614319861867,Cytosol;Nuclear speckles
624,SDE2,Q6IQ49,Replication stress response regulator SDE2,0.9811749305776059,1.282386618,0.6799632431552116,Nucleus; Cytoplasm
625,SEZ6L2,Q6UXD5,Seizure 6-like protein 2,0.9823164229450678,0.506058663,1.4585741828901357,Cell membrane; Endoplasmic reticulum membrane
626,SPPL3,Q8TCT6,Signal peptide peptidase-like 3,0.9837790468117542,1.360788938,0.6067691556235084,Endoplasmic reticulum membrane; Golgi apparatus; Membrane
627,CEP44,Q9C0F1,Centrosomal protein of 44 kDa,0.985498598720744,0.985498598720744,,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole; Cytoplasm, cytoskeleton, spindle pole; Midbody"
628,CCPG1,Q9ULG6,Cell cycle progression protein 1,0.9860750525035333,1.450837206,0.5213128990070665,Cytoplasmic granule membrane
629,CKS1B,P61024,Cyclin-dependent kinases regulatory subunit 1,0.986659958,0.986659958,,cyclin-dependent protein kinase holoenzyme complex; nucleoplasm; SCF ubiquitin ligase complex
630,PRPF18,Q99633,Pre-mRNA-splicing factor 18,0.9871060084275025,1.159228635,0.8149833818550049,Nucleus speckle
631,ENTPD7,Q9NQZ7,Ectonucleoside triphosphate diphosphohydrolase 7,0.987301216,0.987301216,,Cytoplasmic vesicle membrane
632,FADS3,Q9Y5Q0,Fatty acid desaturase 3 (FADS3) (EC 1.14.19.-) (Delta(13) fatty acid desaturase) (Delta(13) desaturase),0.9873728537623956,,0.9873728537623956,Endoplasmic reticulum membrane
633,ACVR2B,Q13705,Activin receptor type-2B,0.9876978196554365,0.506378794,1.469016845310873,Cell membrane
634,PYROXD1,Q8WU10,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1,0.9883825246855833,0.769571877,1.2071931723711666,"Nucleus; Cytoplasm; Cytoplasm, myofibril, sarcomere"
635,NATD1,Q8N6N6,Protein NATD1,0.9900945649910731,1.142632166,0.8375569639821462,
636,MEAF6,Q9HAF1,Chromatin modification-related protein MEAF6,0.9904627254886549,1.186264875,0.7946605759773098,"Nucleus, nucleolus; Chromosome, centromere, kinetochore"
637,BNIP3,Q12983,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,0.991948573816012,,0.991948573816012,Mitochondrion; Mitochondrion outer membrane; Single-pass membrane protein
638,FBXO3,Q9UK99,F-box only protein 3,0.9923101272946255,1.071026554,0.9135937005892512,Nucleus
639,FSIP1,Q8NA03,Fibrous sheath-interacting protein 1,0.992460395,0.992460395,,Nucleoplasm
640,SPRYD3,Q8NCJ5,SPRY domain-containing protein 3,0.9934088278230142,1.082944656,0.9038729996460284,Actin filaments;Cytosol;Nucleoplasm;Plasma membrane;Vesicles
641,MZT2A,Q6P582,Mitotic-spindle organizing protein 2A,0.9941421118308924,0.89657245,1.091711773661785,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle"
642,ARMCX1,Q9P291,Armadillo repeat-containing X-linked protein 1,0.9951421541945318,0.941206647,1.0490776613890636,Mitochondrion; Mitochondrion outer membrane
643,RAB40B,Q12829,Ras-related protein Rab-40B,0.996170286,0.996170286,,Cell membrane
644,USF1,P22415,Upstream stimulatory factor 1,0.996606563678631,0.946684313,1.046528814357262,Nucleus
645,CEP57,Q86XR8,Centrosomal protein of 57 kDa,0.9970982916787299,0.802130744,1.19206583935746,"Nucleus; Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome"
646,ZNF689,Q96CS4,Zinc finger protein 689,0.9973980526151659,0.958852995,1.0359431102303318,Nucleus
647,FAIM2,Q9BWQ8,Protein lifeguard 2,0.9981037818618109,,0.9981037818618109,Cell membrane; Membrane raft; Postsynaptic cell membrane
648,MYO16,Q9Y6X6,Unconventional myosin-XVI,0.9984901159680859,1.268780648,0.728199583936172,Cytoplasm
649,BMPR2,Q13873,Bone morphogenetic protein receptor type-2,0.9986596304502777,1.006805258,0.9905140029005555,Cell membrane
650,LHX3,Q9UBR4,LIM/homeobox protein Lhx3,0.99964009,0.99964009,,Nucleus
651,ATF7,P17544,Cyclic AMP-dependent transcription factor ATF-7,1.000313777,1.000313777,,"Nucleus; Nucleus, nucleoplasm; Chromosome, telomere"
652,NANOS1,Q8WY41,Nanos homolog 1,1.0009909784654203,1.525716165,0.4762657919308405,"Cytoplasm, perinuclear region; Cytoplasm"
653,FADS2,O95864,Acyl-CoA 6-desaturase,1.0011477987186355,0.564862161,1.437433436437271,Endoplasmic reticulum membrane
654,TGFB1I1,O43294,Transforming growth factor beta-1-induced transcript 1 protein,1.0013712,1.0013712,,"Cell junction, focal adhesion; Nucleus matrix; Cytoplasm, cytoskeleton"
655,PCDHB10,Q9UN67,Protocadherin beta-10,1.0017457580001572,0.951909805,1.0515817110003143,Cell membrane
